"","Depth","X60km","X80km","X100km","X120km"
"1124",112.3,2047.69,1658.34,1412.44,1242.36
"1125",112.4,2049.1,1659.44,1413.33,1243.11
"1126",112.5,2050.51,1660.53,1414.23,1243.87
"1127",112.6,2051.92,1661.62,1415.12,1244.62
"1128",112.7,2053.33,1662.72,1416.01,1245.38
"1129",112.8,2054.74,1663.81,1416.91,1246.13
"1130",112.9,2056.15,1664.9,1417.8,1246.89
"1131",113,2057.56,1666,1418.69,1247.64
"1132",113.1,2058.97,1667.09,1419.58,1248.39
"1133",113.2,2060.38,1668.18,1420.48,1249.15
"1134",113.3,2061.79,1669.27,1421.37,1249.9
"1135",113.4,2063.2,1670.37,1422.26,1250.66
"1136",113.5,2064.61,1671.46,1423.16,1251.41
"1137",113.6,2066.02,1672.55,1424.05,1252.17
"1138",113.7,2067.43,1673.64,1424.94,1252.92
"1139",113.8,2068.83,1674.74,1425.83,1253.67
"1140",113.9,2070.24,1675.83,1426.72,1254.43
"1141",114,2071.65,1676.92,1427.62,1255.18
"1142",114.1,2073.06,1678.01,1428.51,1255.93
"1143",114.2,2074.47,1679.1,1429.4,1256.69
"1144",114.3,2075.88,1680.2,1430.29,1257.44
"1145",114.4,2077.29,1681.29,1431.18,1258.2
"1146",114.5,2078.7,1682.38,1432.08,1258.95
"1147",114.6,2080.1,1683.47,1432.97,1259.7
"1148",114.7,2081.51,1684.56,1433.86,1260.46
"1149",114.8,2082.92,1685.65,1434.75,1261.21
"1150",114.9,2084.33,1686.75,1435.64,1261.96
"1151",115,2085.74,1687.84,1436.53,1262.71
"1152",115.1,2087.14,1688.93,1437.42,1263.47
"1153",115.2,2088.55,1690.02,1438.32,1264.22
"1154",115.3,2089.96,1691.11,1439.21,1264.97
"1155",115.4,2091.37,1692.2,1440.1,1265.73
"1156",115.5,2092.78,1693.29,1440.99,1266.48
"1157",115.6,2094.18,1694.38,1441.88,1267.23
"1158",115.7,2095.59,1695.48,1442.77,1267.98
"1159",115.8,2097,1696.57,1443.66,1268.74
"1160",115.9,2098.41,1697.66,1444.55,1269.49
"1161",116,2099.81,1698.75,1445.44,1270.24
"1162",116.1,2101.22,1699.84,1446.33,1270.99
"1163",116.2,2102.63,1700.93,1447.22,1271.75
"1164",116.3,2104.03,1702.02,1448.11,1272.5
"1165",116.4,2105.44,1703.11,1449,1273.25
"1166",116.5,2106.85,1704.2,1449.9,1274
"1167",116.6,2108.25,1705.29,1450.79,1274.75
"1168",116.7,2109.66,1706.38,1451.68,1275.5
"1169",116.8,2111.07,1707.47,1452.57,1276.26
"1170",116.9,2112.47,1708.56,1453.46,1277.01
"1171",117,2113.88,1709.65,1454.35,1277.76
"1172",117.1,2115.29,1710.74,1455.24,1278.51
"1173",117.2,2116.69,1711.83,1456.12,1279.26
"1174",117.3,2118.1,1712.92,1457.01,1280.01
"1175",117.4,2119.51,1714.01,1457.9,1280.77
"1176",117.5,2120.91,1715.1,1458.79,1281.52
"1177",117.6,2122.32,1716.19,1459.68,1282.27
"1178",117.7,2123.73,1717.28,1460.57,1283.02
"1179",117.8,2125.13,1718.37,1461.46,1283.77
"1180",117.9,2126.54,1719.46,1462.35,1284.52
"1181",118,2127.94,1720.54,1463.24,1285.27
"1182",118.1,2129.35,1721.63,1464.13,1286.02
"1183",118.2,2130.75,1722.72,1465.02,1286.77
"1184",118.3,2132.16,1723.81,1465.91,1287.52
"1185",118.4,2133.57,1724.9,1466.8,1288.27
"1186",118.5,2134.97,1725.99,1467.69,1289.02
"1187",118.6,2136.38,1727.08,1468.57,1289.77
"1188",118.7,2137.78,1728.17,1469.46,1290.53
"1189",118.8,2139.19,1729.26,1470.35,1291.28
"1190",118.9,2140.59,1730.34,1471.24,1292.03
"1191",119,2142,1731.43,1472.13,1292.78
"1192",119.1,2143.4,1732.52,1473.02,1293.53
"1193",119.2,2144.81,1733.61,1473.9,1294.28
"1194",119.3,2146.21,1734.7,1474.79,1295.03
"1195",119.4,2147.62,1735.79,1475.68,1295.78
"1196",119.5,2149.02,1736.87,1476.57,1296.53
"1197",119.6,2150.43,1737.96,1477.46,1297.27
"1198",119.7,2151.83,1739.05,1478.35,1298.02
"1199",119.8,2153.24,1740.14,1479.23,1298.77
"1200",119.9,2154.64,1741.22,1480.12,1299.52
"1201",120,2156.04,1742.31,1481.01,1300.27
"1202",120.1,2157.45,1743.4,1481.9,1301.02
"1203",120.2,2158.85,1744.49,1482.78,1301.77
"1204",120.3,2160.26,1745.58,1483.67,1302.52
"1205",120.4,2161.66,1746.66,1484.56,1303.27
"1206",120.5,2163.07,1747.75,1485.45,1304.02
"1207",120.6,2164.47,1748.84,1486.33,1304.77
"1208",120.7,2165.87,1749.92,1487.22,1305.52
"1209",120.8,2167.28,1751.01,1488.11,1306.27
"1210",120.9,2168.68,1752.1,1488.99,1307.01
"1211",121,2170.08,1753.19,1489.88,1307.76
"1212",121.1,2171.49,1754.27,1490.77,1308.51
"1213",121.2,2172.89,1755.36,1491.66,1309.26
"1214",121.3,2174.29,1756.45,1492.54,1310.01
"1215",121.4,2175.7,1757.53,1493.43,1310.76
"1216",121.5,2177.1,1758.62,1494.32,1311.5
"1217",121.6,2178.5,1759.71,1495.2,1312.25
"1218",121.7,2179.91,1760.79,1496.09,1313
"1219",121.8,2181.31,1761.88,1496.97,1313.75
"1220",121.9,2182.71,1762.97,1497.86,1314.5
"1221",122,2184.12,1764.05,1498.75,1315.24
"1222",122.1,2185.52,1765.14,1499.63,1315.99
"1223",122.2,2186.92,1766.22,1500.52,1316.74
"1224",122.3,2188.32,1767.31,1501.41,1317.49
"1225",122.4,2189.73,1768.4,1502.29,1318.24
"1226",122.5,2191.13,1769.48,1503.18,1318.98
"1227",122.6,2192.53,1770.57,1504.06,1319.73
"1228",122.7,2193.93,1771.65,1504.95,1320.48
"1229",122.8,2195.34,1772.74,1505.83,1321.23
"1230",122.9,2196.74,1773.82,1506.72,1321.97
"1231",123,2198.14,1774.91,1507.61,1322.72
"1232",123.1,2199.54,1776,1508.49,1323.47
"1233",123.2,2200.95,1777.08,1509.38,1324.21
"1234",123.3,2202.35,1778.17,1510.26,1324.96
"1235",123.4,2203.75,1779.25,1511.15,1325.71
"1236",123.5,2205.15,1780.34,1512.03,1326.45
"1237",123.6,2206.55,1781.42,1512.92,1327.2
"1238",123.7,2207.95,1782.51,1513.8,1327.95
"1239",123.8,2209.36,1783.59,1514.69,1328.69
"1240",123.9,2210.76,1784.68,1515.57,1329.44
"1241",124,2212.16,1785.76,1516.46,1330.19
"1242",124.1,2213.56,1786.85,1517.34,1330.93
"1243",124.2,2214.96,1787.93,1518.23,1331.68
"1244",124.3,2216.36,1789.01,1519.11,1332.43
"1245",124.4,2217.76,1790.1,1519.99,1333.17
"1246",124.5,2219.17,1791.18,1520.88,1333.92
"1247",124.6,2220.57,1792.27,1521.76,1334.66
"1248",124.7,2221.97,1793.35,1522.65,1335.41
"1249",124.8,2223.37,1794.44,1523.53,1336.16
"1250",124.9,2224.77,1795.52,1524.42,1336.9
"1251",125,2226.17,1796.6,1525.3,1337.65
"1252",125.1,2227.57,1797.69,1526.18,1338.39
"1253",125.2,2228.97,1798.77,1527.07,1339.14
"1254",125.3,2230.37,1799.86,1527.95,1339.88
"1255",125.4,2231.77,1800.94,1528.84,1340.63
"1256",125.5,2233.17,1802.02,1529.72,1341.38
"1257",125.6,2234.57,1803.11,1530.6,1342.12
"1258",125.7,2235.97,1804.19,1531.49,1342.87
"1259",125.8,2237.37,1805.27,1532.37,1343.61
"1260",125.9,2238.77,1806.36,1533.25,1344.36
"1261",126,2240.17,1807.44,1534.14,1345.1
"1262",126.1,2241.57,1808.52,1535.02,1345.85
"1263",126.2,2242.97,1809.61,1535.9,1346.59
"1264",126.3,2244.37,1810.69,1536.79,1347.34
"1265",126.4,2245.77,1811.77,1537.67,1348.08
"1266",126.5,2247.17,1812.86,1538.55,1348.82
"1267",126.6,2248.57,1813.94,1539.43,1349.57
"1268",126.7,2249.97,1815.02,1540.32,1350.31
"1269",126.8,2251.37,1816.1,1541.2,1351.06
"1270",126.9,2252.77,1817.19,1542.08,1351.8
"1271",127,2254.17,1818.27,1542.97,1352.55
"1272",127.1,2255.57,1819.35,1543.85,1353.29
"1273",127.2,2256.97,1820.43,1544.73,1354.03
"1274",127.3,2258.37,1821.52,1545.61,1354.78
"1275",127.4,2259.76,1822.6,1546.49,1355.52
"1276",127.5,2261.16,1823.68,1547.38,1356.27
"1277",127.6,2262.56,1824.76,1548.26,1357.01
"1278",127.7,2263.96,1825.85,1549.14,1357.75
"1279",127.8,2265.36,1826.93,1550.02,1358.5
"1280",127.9,2266.76,1828.01,1550.91,1359.24
"1281",128,2268.16,1829.09,1551.79,1359.98
"1282",128.1,2269.55,1830.17,1552.67,1360.73
"1283",128.2,2270.95,1831.25,1553.55,1361.47
"1284",128.3,2272.35,1832.34,1554.43,1362.21
"1285",128.4,2273.75,1833.42,1555.31,1362.96
"1286",128.5,2275.15,1834.5,1556.2,1363.7
"1287",128.6,2276.55,1835.58,1557.08,1364.44
"1288",128.7,2277.94,1836.66,1557.96,1365.19
"1289",128.8,2279.34,1837.74,1558.84,1365.93
"1290",128.9,2280.74,1838.82,1559.72,1366.67
"1291",129,2282.14,1839.91,1560.6,1367.42
"1292",129.1,2283.54,1840.99,1561.48,1368.16
"1293",129.2,2284.93,1842.07,1562.36,1368.9
"1294",129.3,2286.33,1843.15,1563.24,1369.64
"1295",129.4,2287.73,1844.23,1564.13,1370.39
"1296",129.5,2289.13,1845.31,1565.01,1371.13
"1297",129.6,2290.52,1846.39,1565.89,1371.87
"1298",129.7,2291.92,1847.47,1566.77,1372.61
"1299",129.8,2293.32,1848.55,1567.65,1373.36
"1300",129.9,2294.71,1849.63,1568.53,1374.1
"1301",130,2296.11,1850.71,1569.41,1374.84
"1302",130.1,2297.51,1851.79,1570.29,1375.58
"1303",130.2,2298.91,1852.87,1571.17,1376.32
"1304",130.3,2300.3,1853.95,1572.05,1377.07
"1305",130.4,2301.7,1855.03,1572.93,1377.81
"1306",130.5,2303.1,1856.11,1573.81,1378.55
"1307",130.6,2304.49,1857.19,1574.69,1379.29
"1308",130.7,2305.89,1858.27,1575.57,1380.03
"1309",130.8,2307.28,1859.35,1576.45,1380.77
"1310",130.9,2308.68,1860.43,1577.33,1381.51
"1311",131,2310.08,1861.51,1578.21,1382.26
"1312",131.1,2311.47,1862.59,1579.09,1383
"1313",131.2,2312.87,1863.67,1579.97,1383.74
"1314",131.3,2314.27,1864.75,1580.85,1384.48
"1315",131.4,2315.66,1865.83,1581.73,1385.22
"1316",131.5,2317.06,1866.91,1582.61,1385.96
"1317",131.6,2318.45,1867.99,1583.48,1386.7
"1318",131.7,2319.85,1869.07,1584.36,1387.44
"1319",131.8,2321.25,1870.15,1585.24,1388.18
"1320",131.9,2322.64,1871.23,1586.12,1388.92
"1321",132,2324.04,1872.3,1587,1389.66
"1322",132.1,2325.43,1873.38,1587.88,1390.41
"1323",132.2,2326.83,1874.46,1588.76,1391.15
"1324",132.3,2328.22,1875.54,1589.64,1391.89
"1325",132.4,2329.62,1876.62,1590.52,1392.63
"1326",132.5,2331.01,1877.7,1591.39,1393.37
"1327",132.6,2332.41,1878.78,1592.27,1394.11
"1328",132.7,2333.8,1879.85,1593.15,1394.85
"1329",132.8,2335.2,1880.93,1594.03,1395.59
"1330",132.9,2336.59,1882.01,1594.91,1396.33
"1331",133,2337.99,1883.09,1595.79,1397.07
"1332",133.1,2339.38,1884.17,1596.66,1397.81
"1333",133.2,2340.78,1885.25,1597.54,1398.55
"1334",133.3,2342.17,1886.32,1598.42,1399.29
"1335",133.4,2343.57,1887.4,1599.3,1400.03
"1336",133.5,2344.96,1888.48,1600.18,1400.76
"1337",133.6,2346.36,1889.56,1601.05,1401.5
"1338",133.7,2347.75,1890.63,1601.93,1402.24
"1339",133.8,2349.14,1891.71,1602.81,1402.98
"1340",133.9,2350.54,1892.79,1603.69,1403.72
"1341",134,2351.93,1893.87,1604.56,1404.46
"1342",134.1,2353.33,1894.94,1605.44,1405.2
"1343",134.2,2354.72,1896.02,1606.32,1405.94
"1344",134.3,2356.11,1897.1,1607.19,1406.68
"1345",134.4,2357.51,1898.18,1608.07,1407.42
"1346",134.5,2358.9,1899.25,1608.95,1408.16
"1347",134.6,2360.3,1900.33,1609.83,1408.89
"1348",134.7,2361.69,1901.41,1610.7,1409.63
"1349",134.8,2363.08,1902.48,1611.58,1410.37
"1350",134.9,2364.48,1903.56,1612.46,1411.11
"1351",135,2365.87,1904.64,1613.33,1411.85
"1352",135.1,2367.26,1905.71,1614.21,1412.59
"1353",135.2,2368.66,1906.79,1615.09,1413.32
"1354",135.3,2370.05,1907.87,1615.96,1414.06
"1355",135.4,2371.44,1908.94,1616.84,1414.8
"1356",135.5,2372.84,1910.02,1617.72,1415.54
"1357",135.6,2374.23,1911.1,1618.59,1416.28
"1358",135.7,2375.62,1912.17,1619.47,1417.01
"1359",135.8,2377.01,1913.25,1620.34,1417.75
"1360",135.9,2378.41,1914.32,1621.22,1418.49
"1361",136,2379.8,1915.4,1622.1,1419.23
"1362",136.1,2381.19,1916.48,1622.97,1419.97
"1363",136.2,2382.58,1917.55,1623.85,1420.7
"1364",136.3,2383.98,1918.63,1624.72,1421.44
"1365",136.4,2385.37,1919.7,1625.6,1422.18
"1366",136.5,2386.76,1920.78,1626.48,1422.91
"1367",136.6,2388.15,1921.85,1627.35,1423.65
"1368",136.7,2389.55,1922.93,1628.23,1424.39
"1369",136.8,2390.94,1924.01,1629.1,1425.13
"1370",136.9,2392.33,1925.08,1629.98,1425.86
"1371",137,2393.72,1926.16,1630.85,1426.6
"1372",137.1,2395.11,1927.23,1631.73,1427.34
"1373",137.2,2396.51,1928.31,1632.6,1428.07
"1374",137.3,2397.9,1929.38,1633.48,1428.81
"1375",137.4,2399.29,1930.46,1634.35,1429.55
"1376",137.5,2400.68,1931.53,1635.23,1430.28
"1377",137.6,2402.07,1932.61,1636.1,1431.02
"1378",137.7,2403.46,1933.68,1636.98,1431.76
"1379",137.8,2404.85,1934.76,1637.85,1432.49
"1380",137.9,2406.25,1935.83,1638.73,1433.23
"1381",138,2407.64,1936.9,1639.6,1433.96
"1382",138.1,2409.03,1937.98,1640.47,1434.7
"1383",138.2,2410.42,1939.05,1641.35,1435.44
"1384",138.3,2411.81,1940.13,1642.22,1436.17
"1385",138.4,2413.2,1941.2,1643.1,1436.91
"1386",138.5,2414.59,1942.28,1643.97,1437.64
"1387",138.6,2415.98,1943.35,1644.85,1438.38
"1388",138.7,2417.37,1944.42,1645.72,1439.12
"1389",138.8,2418.76,1945.5,1646.59,1439.85
"1390",138.9,2420.15,1946.57,1647.47,1440.59
"1391",139,2421.54,1947.65,1648.34,1441.32
"1392",139.1,2422.93,1948.72,1649.22,1442.06
"1393",139.2,2424.32,1949.79,1650.09,1442.79
"1394",139.3,2425.72,1950.87,1650.96,1443.53
"1395",139.4,2427.11,1951.94,1651.84,1444.26
"1396",139.5,2428.5,1953.01,1652.71,1445
"1397",139.6,2429.89,1954.09,1653.58,1445.73
"1398",139.7,2431.28,1955.16,1654.46,1446.47
"1399",139.8,2432.67,1956.23,1655.33,1447.2
"1400",139.9,2434.05,1957.31,1656.2,1447.94
"1401",140,2435.44,1958.38,1657.08,1448.67
"1402",140.1,2436.83,1959.45,1657.95,1449.41
"1403",140.2,2438.22,1960.53,1658.82,1450.14
"1404",140.3,2439.61,1961.6,1659.69,1450.88
"1405",140.4,2441,1962.67,1660.57,1451.61
"1406",140.5,2442.39,1963.74,1661.44,1452.35
"1407",140.6,2443.78,1964.82,1662.31,1453.08
"1408",140.7,2445.17,1965.89,1663.18,1453.81
"1409",140.8,2446.56,1966.96,1664.06,1454.55
"1410",140.9,2447.95,1968.03,1664.93,1455.28
"1411",141,2449.34,1969.11,1665.8,1456.02
"1412",141.1,2450.73,1970.18,1666.67,1456.75
"1413",141.2,2452.12,1971.25,1667.55,1457.48
"1414",141.3,2453.5,1972.32,1668.42,1458.22
"1415",141.4,2454.89,1973.39,1669.29,1458.95
"1416",141.5,2456.28,1974.47,1670.16,1459.68
"1417",141.6,2457.67,1975.54,1671.03,1460.42
"1418",141.7,2459.06,1976.61,1671.91,1461.15
"1419",141.8,2460.45,1977.68,1672.78,1461.88
"1420",141.9,2461.83,1978.75,1673.65,1462.62
"1421",142,2463.22,1979.82,1674.52,1463.35
"1422",142.1,2464.61,1980.9,1675.39,1464.08
"1423",142.2,2466,1981.97,1676.26,1464.82
"1424",142.3,2467.39,1983.04,1677.13,1465.55
"1425",142.4,2468.78,1984.11,1678.01,1466.28
"1426",142.5,2470.16,1985.18,1678.88,1467.02
"1427",142.6,2471.55,1986.25,1679.75,1467.75
"1428",142.7,2472.94,1987.32,1680.62,1468.48
"1429",142.8,2474.33,1988.39,1681.49,1469.21
"1430",142.9,2475.71,1989.47,1682.36,1469.95
"1431",143,2477.1,1990.54,1683.23,1470.68
"1432",143.1,2478.49,1991.61,1684.1,1471.41
"1433",143.2,2479.88,1992.68,1684.97,1472.14
"1434",143.3,2481.26,1993.75,1685.84,1472.88
"1435",143.4,2482.65,1994.82,1686.71,1473.61
"1436",143.5,2484.04,1995.89,1687.59,1474.34
"1437",143.6,2485.43,1996.96,1688.46,1475.07
"1438",143.7,2486.81,1998.03,1689.33,1475.81
"1439",143.8,2488.2,1999.1,1690.2,1476.54
"1440",143.9,2489.59,2000.17,1691.07,1477.27
"1441",144,2490.97,2001.24,1691.94,1478
"1442",144.1,2492.36,2002.31,1692.81,1478.73
"1443",144.2,2493.75,2003.38,1693.68,1479.46
"1444",144.3,2495.13,2004.45,1694.55,1480.2
"1445",144.4,2496.52,2005.52,1695.42,1480.93
"1446",144.5,2497.91,2006.59,1696.29,1481.66
"1447",144.6,2499.29,2007.66,1697.16,1482.39
"1448",144.7,2500.68,2008.73,1698.03,1483.12
"1449",144.8,2502.06,2009.8,1698.89,1483.85
"1450",144.9,2503.45,2010.87,1699.76,1484.58
"1451",145,2504.84,2011.94,1700.63,1485.31
"1452",145.1,2506.22,2013.01,1701.5,1486.05
"1453",145.2,2507.61,2014.08,1702.37,1486.78
"1454",145.3,2508.99,2015.15,1703.24,1487.51
"1455",145.4,2510.38,2016.21,1704.11,1488.24
"1456",145.5,2511.77,2017.28,1704.98,1488.97
"1457",145.6,2513.15,2018.35,1705.85,1489.7
"1458",145.7,2514.54,2019.42,1706.72,1490.43
"1459",145.8,2515.92,2020.49,1707.59,1491.16
"1460",145.9,2517.31,2021.56,1708.45,1491.89
"1461",146,2518.69,2022.63,1709.32,1492.62
"1462",146.1,2520.08,2023.7,1710.19,1493.35
"1463",146.2,2521.46,2024.76,1711.06,1494.08
"1464",146.3,2522.85,2025.83,1711.93,1494.81
"1465",146.4,2524.23,2026.9,1712.8,1495.54
"1466",146.5,2525.62,2027.97,1713.67,1496.27
"1467",146.6,2527,2029.04,1714.53,1497
"1468",146.7,2528.39,2030.11,1715.4,1497.73
"1469",146.8,2529.77,2031.17,1716.27,1498.46
"1470",146.9,2531.16,2032.24,1717.14,1499.19
"1471",147,2532.54,2033.31,1718.01,1499.92
"1472",147.1,2533.93,2034.38,1718.87,1500.65
"1473",147.2,2535.31,2035.45,1719.74,1501.38
"1474",147.3,2536.69,2036.51,1720.61,1502.11
"1475",147.4,2538.08,2037.58,1721.48,1502.84
"1476",147.5,2539.46,2038.65,1722.34,1503.57
"1477",147.6,2540.85,2039.72,1723.21,1504.3
"1478",147.7,2542.23,2040.78,1724.08,1505.02
"1479",147.8,2543.62,2041.85,1724.95,1505.75
"1480",147.9,2545,2042.92,1725.81,1506.48
"1481",148,2546.38,2043.98,1726.68,1507.21
"1482",148.1,2547.77,2045.05,1727.55,1507.94
"1483",148.2,2549.15,2046.12,1728.41,1508.67
"1484",148.3,2550.53,2047.19,1729.28,1509.4
"1485",148.4,2551.92,2048.25,1730.15,1510.13
"1486",148.5,2553.3,2049.32,1731.02,1510.85
"1487",148.6,2554.68,2050.39,1731.88,1511.58
"1488",148.7,2556.07,2051.45,1732.75,1512.31
"1489",148.8,2557.45,2052.52,1733.62,1513.04
"1490",148.9,2558.83,2053.59,1734.48,1513.77
"1491",149,2560.22,2054.65,1735.35,1514.5
"1492",149.1,2561.6,2055.72,1736.21,1515.22
"1493",149.2,2562.98,2056.79,1737.08,1515.95
"1494",149.3,2564.37,2057.85,1737.95,1516.68
"1495",149.4,2565.75,2058.92,1738.81,1517.41
"1496",149.5,2567.13,2059.98,1739.68,1518.14
"1497",149.6,2568.51,2061.05,1740.55,1518.86
"1498",149.7,2569.9,2062.12,1741.41,1519.59
"1499",149.8,2571.28,2063.18,1742.28,1520.32
"1500",149.9,2572.66,2064.25,1743.14,1521.05
"1501",150,2574.04,2065.31,1744.01,1521.77
